latitude,longitude
-37.8086,144.9685
-31.5423,118.2270
-20.7776,139.4906
-27.9615,151.2789
-33.9031,138.7383
-37.6550,144.1913
-37.7402,144.1622
-21.9851,148.0246
-21.8967,147.9507
-29.5722,149.8669
-38.3916,144.8553
-38.0632,142.6675
-37.8413,142.4653
-27.2146,120.5480
-28.0871,117.8327
-33.6255,136.7039
-19.3380,146.8512
-37.8388,140.8057
-38.2587,143.8019
-37.8317,143.8892
-33.3589,150.0313
-35.3953,149.1458
-35.3989,149.1460
-33.4460,116.3062
-33.4464,116.3074
-17.0932,145.7887
-28.9918,114.9599
-28.8893,115.1177
-24.8911,113.7095
-33.2117,151.5418
-36.4333,142.3182
-36.2467,148.1901
-36.2423,148.1362
-28.9238,121.3293
-40.7798,148.0097
-32.9521,117.1916
-32.2240,148.2560
-31.6712,115.8021
-23.3443,119.7086
-37.8415,144.8942
-12.1889,136.6872
-42.2686,146.2629
-33.8110,151.1966
-31.8654,115.8773
-17.6810,141.0500
-32.1963,121.7943
-33.3093,138.7296
-33.8398,151.2069
-31.6520,116.7110
-36.1592,145.4746
-29.9257,152.7417
-31.5527,147.0854
-27.4183,151.6797
-27.4060,151.6470
-27.4120,151.6550
-37.6871,142.5467
-30.5751,152.0690
-22.9878,148.5817
-21.6582,115.0990
-16.1201,128.7383
-34.7980,138.5079
-23.8636,133.8255
-41.2826,146.2490
-23.2233,117.6133
-23.2238,117.6137
-33.1027,148.0750
-35.2023,138.5021
-34.7650,138.5053
-31.9767,115.8548
-32.9450,138.9050
-29.3886,151.2442
-13.7856,131.8624
-31.5568,115.8204
-32.6473,115.9469
-19.5575,147.3308
-21.4282,149.2159
-25.3110,119.4508
-41.8115,146.9192
-20.4283,118.5498
-20.3782,118.5384
-34.7003,135.8044
-35.1104,138.4915
-20.3985,148.5797
-34.7793,138.5224
-21.1635,149.1344
-33.6100,120.3600
-31.8317,116.0992
-32.5802,151.0719
-41.7238,145.1359
-41.3950,147.1554
-42.5077,146.6470
-33.9534,151.0137
-27.5591,153.1236
-32.2863,115.8154
-27.7334,153.3276
-27.3388,153.0344
-19.0300,146.3940
-26.5772,148.8402
-23.7091,133.8912
-19.4240,146.7150
-41.7295,146.2176
-22.4812,119.9472
-35.4897,149.1435
-37.3272,145.8605
-22.1405,147.9188
-29.6997,151.4119
-17.3631,128.0331
-31.9577,115.7924
-36.3218,145.3790
-33.8500,150.9495
-33.7140,138.1402
-33.8302,138.1184
-37.6646,140.4156
-22.1581,117.9849
-37.6318,144.9531
-32.2664,116.0193
-17.6057,145.9910
-37.9733,145.1396
-33.9748,151.1294
-23.5097,150.3195
-27.7334,153.2463
-35.5678,138.1432
-40.7788,144.7362
-32.8910,151.6500
-32.8885,151.6430
-19.3355,146.8885
-26.2261,152.6981
-34.8040,143.4910
-29.0927,122.4393
-25.3200,152.4050
-35.3420,143.5180
-27.6554,152.8179
-37.8298,144.9444
-17.1193,145.3450
-34.2482,150.5808
-35.2708,139.4924
-34.5228,150.8081
-31.7078,115.7266
-41.1401,146.9036
-34.4314,149.8652
-26.7824,151.9153
-26.7858,151.9172
-26.7758,151.9146
-42.3012,146.4572
-36.4793,145.2350
-34.8303,138.7129
-21.7129,122.2091
-19.6549,134.1753
-32.9455,151.6119
-34.8393,138.7112
-35.6043,145.7837
-27.6802,152.6593
-15.6562,130.4790
-41.9707,146.7938
-32.8217,151.7178
-38.6451,146.3441
-34.8068,138.5213
-34.8052,138.5226
-34.2207,150.7179
-19.2011,146.6187
-38.1793,146.5654
-41.4226,147.1119
-41.8129,145.6538
-17.9373,145.9267
-35.9517,148.3637
-35.8814,148.3672
-35.6112,148.2917
-42.2967,146.4565
-27.4950,153.0101
-42.0046,145.5437
-35.1794,147.2157
-23.7685,133.8682
-26.5600,153.0250
-33.1607,151.5431
-38.2536,146.5892
-18.6508,146.2016
-27.4405,153.1158
-35.2959,148.1371
-14.2602,129.5368
-32.9160,115.9186
-32.9145,115.9170
-28.9229,114.9282
-33.4028,150.0833
-17.0259,128.2113
-33.8832,150.5965
-19.4434,133.8236
-34.0010,138.9109
-35.1104,137.7058
-37.3575,143.6037
-42.4272,146.5347
-12.5771,130.9502
-34.8027,142.5457
-23.1546,118.7245
-34.4515,150.8429
-30.7806,121.4234
-36.7601,147.1860
-34.8820,150.5515
-34.0513,150.8329
-29.7650,151.5530
-20.4949,147.7481
-27.6590,152.8237
-33.0070,137.5580
-30.3634,149.6772
-35.5710,149.1280
-41.4833,146.1251
-31.5234,138.6198
-26.5922,120.2185
-26.6316,120.2519
-28.2933,118.5371
-17.5922,145.5306
-34.8348,138.5572
-34.8321,138.5489
-27.3952,152.6092
-27.3722,152.6320
-21.1739,118.6747
-37.5830,145.0487
-38.6037,145.5462
-35.0590,149.5769
-35.0861,149.5716
-32.1424,115.7713
-33.2355,116.0688
-33.2365,116.0637
-33.9810,148.9473
-37.9375,144.5902
-20.7437,139.4803
-38.1770,146.3428
-37.7281,144.2408
-38.3079,142.0151
-36.0094,145.9995
-23.8306,151.1519
-34.4070,142.1790
-25.2323,130.9912
-20.7620,116.7420
48.2480,14.4305
46.7667,15.5500
47.0167,15.1667
48.3853,14.0230
47.4070,13.2205
48.2440,13.0060
47.4167,15.2833
48.2000,16.4633
48.2194,13.1600
47.6000,14.7333
46.5347,14.1712
46.8638,13.3355
46.5462,14.2985
47.1667,14.7333
48.1764,16.4811
47.1667,15.3333
47.2354,12.0583
46.7772,15.5842
48.1766,16.4813
47.2342,11.8997
47.1333,15.3500
48.3553,16.2424
47.6000,14.7333
47.6000,14.7333
48.5184,13.7076
46.8142,12.7618
47.2122,10.7215
47.3932,11.7886
47.0678,10.6652
47.2078,11.0057
47.2696,10.9678
47.1985,12.7223
47.1968,12.7192
47.2591,12.7389
46.6700,13.6886
47.2591,12.7389
47.8314,14.1572
46.9750,10.0430
47.4412,13.2108
46.8727,13.3117
47.6833,14.7000
47.6500,14.7167
47.3000,15.3167
46.8522,15.5383
47.3833,15.1000
47.9243,14.4367
47.1485,11.8225
47.0740,9.8740
47.0659,13.3539
47.0659,13.3539
47.4000,13.5667
47.1581,11.8501
48.2232,15.3042
46.8833,15.5167
40.1247,-8.7751
46.8167,13.3167
47.2167,14.4833
47.6413,12.1989
46.9271,10.0539
46.7450,15.5847
48.3166,14.1512
48.5536,13.4371
46.7209,13.6453
47.2000,15.3500
47.3598,15.3424
47.6500,13.6667
47.3500,13.6833
46.7333,15.5667
47.0850,9.8813
47.0847,9.8744
46.5696,14.0268
48.4890,14.6288
48.3946,14.7302
46.6580,14.8726
47.3152,13.1389
48.1815,16.4334
47.5333,14.3667
47.3386,13.1974
47.4467,15.2849
48.0076,12.8942
47.3214,13.1744
48.1007,14.4568
46.7656,13.2717
47.9333,14.3500
48.0122,13.5895
47.5000,14.4667
47.1485,11.8225
47.3749,13.2101
46.9684,10.0599
48.1766,16.4814
46.6329,13.8294
47.1920,9.6815
47.3160,13.1410
47.3833,12.6000
48.1666,14.6953
46.8167,15.8667
47.4698,13.1945
48.1465,14.1176
48.0338,16.7264
48.0900,16.8440
48.0900,16.8440
48.0950,16.8900
48.1892,15.0682
38.4560,48.8750
40.7800,46.9901
40.3734,49.9192
40.3734,49.9192
41.3979,48.3308
39.8943,48.9173
41.4635,48.8060
40.7900,47.0287
40.1794,49.4700
40.9487,46.1680
40.4995,50.2077
40.6036,49.6332
40.6837,47.0926
40.9193,46.2829
25.9714,50.6076
26.2175,50.6595
26.0945,50.6008
26.1000,50.5800
26.1981,50.5919
26.2223,50.6621
26.1199,50.5889
26.1833,50.6237
24.6301,88.4006
24.0426,91.0158
24.1361,89.5933
22.5713,91.6841
22.6588,90.3373
25.5502,88.9527
24.0895,89.6176
24.0487,89.0173
22.4786,90.7101
24.8408,89.3506
23.6473,90.3473
22.4570,91.9784
23.6183,89.7733
24.6863,91.9189
23.9186,90.6926
23.9797,90.6370
26.5850,84.1450
23.9797,90.6370
22.4918,91.8051
24.2639,91.3790
23.6839,90.5314
24.9103,89.9607
23.4289,91.1700
22.2972,91.8062
22.4950,92.2160
23.6783,90.4295
24.3660,88.6763
23.5699,90.4804
22.8646,89.5357
23.9904,90.3429
23.5900,90.5153
23.6112,90.6007
24.7611,90.4193
23.9186,90.6926
22.3602,91.7812
23.8094,90.2433
23.6584,90.4584
22.2385,91.8129
25.7233,89.2432
24.7972,88.9839
24.2532,91.3751
23.6846,90.5170
22.3227,91.8651
24.3884,89.7436
23.6825,90.5252
22.6590,90.3364
24.6358,91.6587
23.4400,91.1869
24.2276,90.4201
23.8901,90.0323
23.7550,90.5496
24.9096,91.8300
20.9820,92.2560
26.0383,88.4256
23.5461,90.7779
23.8970,90.4123
24.3071,89.5512
52.4538,25.1926
53.6400,31.5500
53.6250,31.6000
53.1895,29.2055
51.7840,30.2559
51.7970,30.2090
52.9200,30.8500
51.7700,29.1550
52.4141,31.0031
52.4492,30.8167
53.6675,23.9272
53.9011,25.2910
54.6803,29.1341
53.8799,27.6476
53.8720,27.4022
53.6120,27.9540
53.8128,30.3421
51.9049,29.3136
55.5265,28.5490
54.4809,30.3926
54.4100,26.4800
52.6274,29.7708
55.1689,30.1355
54.0941,28.3505
51.0902,3.4469
50.6177,5.5837
50.5851,5.4180
50.9360,4.0355
50.9360,4.0355
50.4304,4.3955
51.2488,3.2166
51.3193,4.8530
50.9079,4.4155
50.4359,6.2106
51.6600,2.8000
51.2119,4.2563
51.2119,4.2563
50.2444,5.9302
50.3849,5.8618
51.3254,4.2597
50.8023,4.2990
50.8023,4.2990
50.8023,4.2990
50.7303,3.8531
51.2234,2.9119
50.2233,4.3200
51.0500,3.7167
50.4260,5.7328
51.2629,3.2112
51.2622,3.2132
50.5335,5.2962
50.4928,5.0700
50.4665,4.8992
50.5922,5.4613
50.7517,5.6863
50.6517,5.6308
51.2198,4.3266
51.2089,3.2242
50.5415,3.6301
50.6642,5.6235
51.2030,5.2650
51.0500,3.7167
50.9405,5.4906
50.9340,5.4784
49.7330,5.3770
51.2730,4.2880
50.4138,4.4067
50.9548,2.8103
51.6186,2.8998
50.1884,4.3861
51.1049,3.7257
51.1341,3.7770
51.1357,3.7878
50.4719,3.8248
51.1265,4.3226
50.8504,4.3488
51.0586,5.1056
50.5342,5.2751
50.5342,5.2751
51.5560,2.9689
51.5400,2.9210
51.3290,3.1819
51.2709,4.3812
51.1673,4.3951
50.4116,4.0804
51.3596,3.2219
51.1424,3.1368
51.3290,3.1819
51.3290,3.1819
51.1587,3.8068
51.1896,3.8078
51.2382,4.3408
51.2382,4.3408
6.3506,2.4295
6.4263,2.3066
27.4254,89.9043
27.1104,89.5313
27.2162,91.2035
27.3567,91.6497
27.0360,89.5953
-19.0394,-65.2697
-16.1925,-68.1405
-17.2424,-64.5409
-16.0456,-67.9939
-17.2125,-64.5275
-16.4124,-67.7725
-16.1050,-68.0670
-11.0250,-68.8150
-17.2122,-65.8758
-16.1425,-68.1158
-16.5653,-68.1811
-21.5200,-64.1714
-17.7875,-63.1521
-16.0784,-68.0336
-16.0416,-67.9566
-19.5510,-65.7220
-16.1240,-68.0900
-17.7549,-63.1398
-17.1916,-65.8232
-16.1318,-68.1095
-16.2072,-68.1235
-20.7500,-67.6500
-17.4302,-66.1169
-16.3887,-67.7373
-21.8300,-65.2300
-16.2719,-68.1227
44.5075,17.1618
43.0133,17.8041
42.6037,18.2357
43.1724,18.5128
43.5872,17.7189
43.6924,17.7325
44.3774,17.2816
44.4279,17.2404
44.0899,18.1143
44.5624,17.1350
43.3776,17.8449
43.2989,17.7940
43.3375,17.3261
43.7470,17.6758
43.4478,17.8369
42.7338,18.4971
42.7066,18.3805
44.5215,18.6056
44.6829,18.9671
43.7603,19.2891
-22.5223,27.0491
-21.1667,27.5167
-29.0648,-51.6749
-23.5927,-48.0901
-22.8152,-47.1781
-23.9277,-52.4869
-23.5218,-46.6691
-7.1110,-34.8536
-20.4633,-54.5918
-22.8877,-45.3275
-13.0992,-54.8189
-19.4632,-44.2871
-16.0044,-49.7867
-30.7944,-52.6272
-26.7712,-52.1902
-9.6868,-65.3633
-21.2510,-48.3125
-16.9399,-53.5185
-3.0293,-60.0239
-3.7737,-38.5321
-30.0290,-51.2205
-19.6371,-43.9625
-15.8627,-47.9072
-23.6234,-46.6464
-9.8627,-67.8905
-12.9041,-38.3153
-23.4293,-46.4571
-23.0029,-47.1249
-8.1297,-34.9085
-20.2617,-43.7981
-11.6750,-46.6722
-20.6583,-49.8415
-19.2517,-44.9850
-9.4938,-40.3564
-27.5247,-51.5067
-22.4650,-48.9785
-27.3156,-49.0858
-23.0820,-46.9415
-19.4983,-41.0236
-23.6461,-46.6386
-27.4967,-52.8036
-6.5475,-34.9680
-21.0335,-47.9605
-1.5020,-48.6165
-2.5060,-56.1625
-2.1720,-56.1635
-21.1971,-51.2083
-18.4533,-39.9358
-23.5435,-46.6266
-20.0833,-51.2895
-22.3457,-52.5145
-24.0814,-47.5067
-20.7672,-41.5306
-5.0944,-36.3629
-5.1243,-36.3833
-7.2731,-34.9344
-23.0087,-44.4574
-23.0072,-44.4588
-11.9319,-62.0425
-20.4819,-47.8662
-29.6341,-50.9975
-19.8563,-44.5989
-26.7819,-49.3972
-26.7667,-49.4333
-18.9011,-42.4460
-12.4500,-45.2000
-27.0094,-52.4303
0.9000,-59.3333
-14.5069,-56.4025
-19.2450,-52.8994
-5.0321,-42.4358
-2.7028,-44.3415
-1.5374,-48.7230
-3.2293,-64.7739
-21.3049,-46.8541
-14.1852,-42.5911
-18.7903,-48.1472
-18.6597,-48.4353
-22.4341,-53.5685
0.0124,-51.0720
-3.3668,-68.1866
-21.1008,-47.8035
-22.6990,-47.2842
-14.1720,-42.7002
-26.6183,-51.5646
-14.6286,-41.1889
-3.5514,-61.4128
-27.4547,-48.9828
-14.3461,-42.6137
-22.1522,-53.7618
-20.4667,-47.8667
-21.4858,-43.4539
-3.7068,-61.6518
-27.6497,-51.1950
-15.0472,-58.7517
-19.6047,-42.8583
-27.2714,-51.5481
-3.1257,-60.0233
-3.1257,-60.0233
-3.1257,-60.0281
-9.5527,-57.3722
-24.4789,-49.0636
-5.0600,-37.7550
-9.3575,-38.2083
-18.6805,-52.5842
-7.1985,-59.8775
-17.6167,-54.9167
-26.5848,-51.7532
-4.5491,-37.7605
-19.8430,-40.0747
-16.6390,-49.2653
-10.8740,-51.6235
-20.9045,-50.4015
-22.3661,-47.3713
-22.3622,-47.3715
-5.0919,-36.3377
-25.5843,-49.3464
-22.2333,-43.0833
-22.1561,-44.0875
