name,capacity_mw
Rangpur GT,20.0
Santahar Peaking,50.0
Shahjibazar 330 MW,536.0
Shiddirganj ST,210.0
Shikalbaha Peaking (GT),261.0
Siddhirganj (Dutch Bangla),520.0
Siddirgonj (Desh),96.0
Summit Barisal 110MW,110.0
Summit Bibiana-2,341.0
Summit Power  Comilla,25.0
Summit Power  Maona,33.0
Summit Power (Madhabdi+Ashulia),80.0
Summit Power Rupgonj,33.0
Sylhet (Energyprima),222.0
Teknaf,28.0
Thakurgaon (RZ),47.0
Titas(Dautkandi),52.0
Tongi GT,105.0
Ullapara (Summit),11.0
Bereza SDPP Thermal Power Plant Belarus,1130.0
Blizhnyaya Rechitsa,55.0
Blizhnyaya Rechitsa 2,109.0
Bobruisk CHP-2 Power Plant Belarus,180.0
Bragin EP,4.1
Brahin,18.5
Chechevicy,11.3
Elsk,16.3
Gomel-1 CHP Power Plant Belarus,6.0
Gomel-2 CHP Power Plant Belarus,544.0
Grodno CHP-2 Power Plant Belarus,180.0
Lida Power Plant Belarus,43.0
Lukoml Thermal Power Plant Belarus,2460.0
Minsk-3 CHP CCGT Power Plant,542.0
Minsk-4 CHP CCGT Power Plant,1035.0
Minsk-5 CHP CCGT Power Plant,780.0
Mogilev CHP-2 Thermal Power Plant Ukraine,345.0
Mozyr Thermal Power Plant Belarus,195.0
Novopolotsk Thermal Power Plant Belarus,505.0
Orsha Cogeneration CCGT Power Plant Belarus,73.0
Smorgon,18.7
Svetlogorsk CHP Power Plant Belarus,155.0
Vitebsk Thermal Power Plant Belarus,75.0
Zhodino CHP CCGT Power Plant,54.0
AALTER TJ,18.6
ANGLEUR TG 41,128.0
AWIRS 4,95.0
Aalst Syral GT,43.0
Aalst Syral ST,5.0
Amercoeur 1 R TGV,451.0
Aspiravi Wuustwezel,22.1
BEERSE TJ,33.2
BUDA TJ,18.6
BUTGENBACH,1.8
Belwind Phase 1,171.0
Beveren 2 Indaver,20.0
Beveren Ineos Phenolchemie,22.8
CIERREUX TJ,18.6
COO,1164.0
DOEL 4,2910.0
DROGENBOS DM 51,5.0
DROGENBOS GT0,48.0
DROGENBOS TGV,465.0
Deux-Acren TJ,18.6
Electrawinds biomassa Oostende,17.9
Froidchapelle Wind,25.0
HAM-GENT WKK,52.0
HEID-DE-GOREUX 1,8.0
HERDERSBRUG STEG,465.0
HERDERSBRUG WIND,3.0
HU AMPSIN-NEUVILLE,9.9
HU ANDENNE,9.0
HU GRAND-MALADES,5.0
HU IVOZ-RAMET,10.0
HU LIXHE,20.0
HU MONSIN,19.7
INESCO WKK,138.0
IVBO,16.0
Incinerateur THUMAIDE (IPALLE),32.0
Intradel Herstal,32.0
Kristal,99.5
LANGERBRUGGE STORA ST 2,50.0
LANGERLO 1,470.0
LANGERLO 4 REPOWERING,86.0
La Vierre,1.9
Loghidden City,13.0
Marcinelle Energie (Carsid),405.0
Noordschote TJ,18.6
Northwind,216.0
PLATE TAILLE T,144.0
RINGVAART STEG,357.0
RODENHUIZE 4,268.0
RODENHUIZE WIND,4.5
SAINT-GHISLAIN STEG,350.0
SCHELLE WIND,4.5
Schaerbeek Siomab ST1,45.0
T-power Beringen,422.0
TIHANGE 1N,962.0
TIHANGE 3,2053.8
Thorntonbank - C-Power - Area NE,147.6
Thorntonbank - C-Power - Area SW,177.6
WM Park Powerport Zeebrugge,12.0
Wilmarsdonk,3.7
Wilrijk Isvag,10.5
Windvision Estinnes WIND,80.0
ZEEBRUGGE WIND,12.0
Zedelgem TJ,18.6
Zeebrugge 2 Fluxys,40.0
Zeebrugge TJ,18.6
Zelzate 2 Knippegroen,315.0
Zelzate TJ,18.6
Zwijndrecht Lanxess GT,43.0
Zwijndrecht Lanxess ST,15.0
Akpakpa,40.5
Cotonou,20.0
Basochhu Hydroelectric Power Plant Bhutan,64.0
Chhukha Hydroelectric Power Plant Bhutan,336.0
Kurichhu Hydro-electric Power Station Bhutan,60.0
Rangjung Small Hydroelectric Power Plant Bhutan,2.2
Tala Hydroelectric Power Plant Bhutan,1020.0
Aranjuez Power Plant Bolivia,36.7
Botijlaca Hydroelectric Power Plant Bolivia,10.6
Bulo Bulo OCGT Power Plant Bolivia,90.0
Cahua Hydroelectric Power Plant Bolivia,30.0
Carrasco OCGT Power Plant Bolivia,152.6
Chojlla Hydroelectric Power Plant Bolivia,38.4
Chururaqui Hydroelectric Power Plant Bolivia,34.0
Cobija,5.0
Corani Hydroelectric Power Plant Bolivia,54.0
Cutichucho Hydroelectric Power Plant Bolivia,24.0
El Alto (El Kenko) Power Plant Bolivia,80.42
Entre Rios Power Plant Bolivia,120.0
Guaracachi CCGT Power Plant Bolivia,350.0
Harca Hydroelectric Power Plant Bolivia,30.0
Huaji Hydroelectric Power Plant Bolivia,34.0
Karachipampa Power Plant Bolivia,14.4
Sainani Hydroelectric Power Plant Bolivia,11.0
Santa Cruz Power Plant Bolivia,42.3
Santa Isabel Hydroelectric Power Plant Bolivia,93.4
Santa Rosa Hydroelectric Power Plant Bolivia,18.0
Tiquimani Hydroelectric Power Plant Bolivia,9.6
Uyuni Colcha K,50.0
Valle Hermoso Power Plant Bolivia,167.0
Yanacachi Norte Hydroelectric Power Plant Bolivia,51.1
Yunchara,5.6
Zongo Hydroelectric Power Plant Bolivia,11.0
Bocac Hydroelectric Power Plant Bosnia and Herzegovina,110.0
Capljina Pumped Storage Power Plant Bosnia and Herzegovina,420.0
Dubrovnik Hydroelectric Power Plant Bosnia and Herzegovina,216.0
Gacko Coal CHP Power Plant Bosnia and Herzegovina,300.0
Grabovica Hydroelectric Power Plant Bosnia and Herzegovina,115.0
Jablanica Hydroelectric Power Plant Bosnia and Herzegovina,180.0
Jajce I Hidroelektrana Bosnia and Herzegovina,48.0
Jajce II Hidroelektrana Bosnia and Herzegovin,30.0
Kakanj CHP Power Plant Bosnia and Herzegovina,450.0
Krupa Hydroelectric Power Plant Bosnia and Herzegovina,48.5
Mostar Hydroelectric Power Plant Bosnia and Herzegovina,75.0
Mostarsko Blato Hydroelectric Power Plant Bosnia and Herzegovina,60.0
Pec Mlini Hydroelectric Power Plant Bosnia and Herzegovina,30.0
Rama Hydroelectric Power Plant Bosnia and Herzegovina,160.0
Salakovac Hydroelectric Power Plant Bosnia and Herzegovina,210.0
Trebinje I Hydroelectric Power Plant Bosnia and Herzegovina,180.0
Trebinje II Hydroelectric Power Plant Bosnia and Herzegovina,8.0
Tuzla CHP Power Plant Bosnia and Herzegovina,730.0
Ugljevik CHP Coal Power Plant Bosnia and Herzegovina,300.0
Visegrad Hydroelectric Power Plant Bosnia and Herzegovina,315.0
Morpule,732.0
Sua Pan Soda Ash,14.0
14 de Julho,100.71000000000001
3M Itapetininga,3.84
3M Sumaré,6.4
AJ Rorato,2.19
ALLIANZ PARQUE,3.8744
AMBEV - João Pessoa,1.35
ANHANGUERA EDUCACIONAL SA - CAMPO GRANDE,2.16
AREVALE,2.0
ARS,6.66
AVG I-II,4.8
Abatedouro São Salvador,3.688
Abranjo I,4.86
Abrasa,1.46
Abunã,3.18
Adria,2.04
Adriana Agrícola,1.46
Aeroporto Internacional Eduardo Gomes,1.008
Aeroporto Internacional Pinto Martins - Terminal de Passageiros (TPS-1),1.08
Aeroporto Internacional Salgado Filho,2.704
Aeroporto Internacional Tancredo Neves,2.2
Aeroporto Internacional de Brasília,2.42
Aeroporto Internacional de Congonhas - São Paulo,2.273
Aeroporto Internacional de Rio Branco,1.032
Aeroporto Internacional de Salvador,2.023
Aeroporto Internacional de São Paulo/Guarulhos-Central Elétrica de Emergência CEE,9.6
Aeroporto Internacional de Viracopos - Campinas,3.865
Aeroporto Internacional do Recife,2.368
Agostinho Rodrigues,1.3005
Agro Trafo,14.683
Agroalcool,1.2
Agropéu,21.6
Agrovale,14.0
Agudo,3.9
Agudos Ambev,4.8
Aguti,3.8930000000000002
Ahlstrom,1.3
Aimorés,330.0
Ala Polo,1.456
Albano Machado,3.0
Albatroz,4.8
Albertina,4.25
Albrás,4.96
Alcoa Beneficiamento,9.828
Alcoa Porto,5.644
Alcomira,2.4
Alcon,11.200000000000001
Alcon Laboratórios do Brasil,1.2650000000000001
Alcoolvale,4.2
Alcídia,38.1
Alecrim,72.0
Alegre,2.056
Alegria I,51.0
Alegria II,100.65
Alhandra,6.3
Almirante Álvaro Alberto - Unidade I (Antiga Angra I),640.0
Almirante Álvaro Alberto - Unidade II (Antiga Angra II),1350.0
Alta Floresta,5.0
Alta Mogiana,75.0
Altero Design,2.032
Alterosa,8.0
Alto Benedito Novo,2.544
Alto Benedito Novo I,15.0
Alto Brejaúba,1.35
Alto Fêmeas I,10.649000000000001
Alto Irani,21.0
Alto Jatapu,5.0
Alto Paraguai (Pedro Pedrossian),1.68
Alto Sucuriú,29.0
Altos,13.120000000000001
Alumar,75.2
Alunorte,103.854
Alvarães,3.18
Alvorada,8.0
Alvorada,8.0
Amador Aguiar I (Antiga Capim Branco I),243.675
Amador Aguiar II (Antiga Capim Branco II),210.0
Amandina,120.0
Amapá Garden Shopping,4.6000000000000005
Amaturá,1.92
Ambient,1.5
Americana,30.0
Ametista,28.560000000000002
Amparo,22.5
Anagé,1.0
Anamã,1.299
Angelina (Antiga Portobello - Corredeira do Encano),26.29
Angical,12.950000000000001
Angélica,96.0
Anhanguera,22.68
Anna Maria,1.68
Anori,2.742
Antunes,1.0
Antônio Brennand (Antiga  Alto Jauru),21.96
Antônio Dias,1.35
Antônio Viel,2.9028
Aparecida Parte I,240.74
Aparecida Parte II,8.4
Aparecida Parte III,2.4
Apiacás,3.148
Apiaí,1.0
Apodi,120.0
Apolônio Sales (Antiga Moxotó),400.0
Aporé,1.0
Apuí,5.0
Aquarius,4.2
Aquibatã,30.0
Aracati,11.48
Aracruz,210.4
Araguaia Shopping,2.4
Araguassu,1.2
Aralco,4.8
Araras DPA,1.28
Araras Nescafé,1.052
Aratuá I,14.4
Araucária,484.15000000000003
Areal,18.0
Areal,5.14917
Areia,11.4
Areia Branca,27.3
Areia Branca,19.8
Arembepe (Antiga Camaçari Pólo de Apoio I),150.0
Arizona 1,28.0
Arroio Trinta,1.0
Arrudas,2.4
Artivinco (Antiga Rio Pardo),4.5
Arturo Andreoli (Antiga Júlio de Mesquita Filho),29.072
Arvoredo,13.0
Asa Branca I,27.0
Asa Branca II,27.0
Asa Branca III,27.0
Asa Branca IV,32.0
Asa Branca V,32.0
Asa Branca VI,32.0
Asa Branca VII,32.0
Asa Branca VIII,32.0
Asfor,3.35
Asja BH,4.2780000000000005
Aspebras Bahia,1.6400000000000001
Assembleia Paraense,1.524
Assis Brasil - TECG,2.2
Assis Chateaubriand(Antiga Salto Mimoso),29.5
Associação Pró-Ensino Novo Hanburgo,1.944
Assu V,30.0
Assuruá II,30.0
Assuruá V,20.0
Assuruá VII,18.0
Atacadão Ipiranga,1.08
Atacadão Jacui,1.0
Atacadão Matriz,1.48
Atacadão SA Brasilia,1.08
Atacadão SA Cuiaba Porto,1.2
Atacadão SA Taguatinga,1.12
Atalaia,4.6000000000000005
Atalaia do Norte,1.52
Atlântica,4.8
Atlântica I,30.0
Atlântica II,30.0
Atlântica IV,30.0
Atlântica V,30.0
Atos,3.0
Aura Mangueira XI,9.0
Aura Mangueira XII,15.0
Aura Mangueira XIII,15.0
Aura Mangueira XV,18.0
Aura Mirim IV,15.0
Aureliano Chaves (Antiga Ibirité),226.0
Autazes,6.042
Autódromo,24.0
Avelar,1.0
Açominas,102.89
BASF ANC,1.0
BASF DEM,2.2224
BASF IND,1.028
BASF JAC,1.12
BAXTER,2.0
BEN Bioenergia,53.0
BENVETEX TEXTIL,1.84
BIGFER FIXADORES,1.2
BIGFER MATRIZ,1.4784000000000002
BJL ENEL,158.0
BOULEVARD BELÉM,4.44
BSA SU,2.144
BT LATAM - HORTOLANDIA,2.1744000000000003
Bagre,1.222
Baguari,140.544
Bahia I - Camaçari,31.8
Bahia Pulp (Antiga Bacell),108.60000000000001
Baixa do Feijão I,30.0
Baixa do Feijão II,30.0
Baixa do Feijão III,30.0
Baixa do Feijão IV,30.0
Baixada Fluminense,530.0
Balbina,249.75
Baldin,45.0
Bambuí,30.0
Banco Santander Brasil,1.8
Banda de Couro,32.9
Bandeirante,3.0
Bandeirantes,4.624
Bangu Shopping 2,2.0544000000000002
Baraúnas I,32.9
Baraúnas II,25.85
Barbosa Lima Sobrinho (Antiga Eletrobolt),375.12
Barcelos,4.26
Bariri (Álvaro de Souza Lima),136.8
Barra,5.2
Barra,40.4
Barra Bioenergia,136.0
Barra Bonita,140.76
Barra Escondida,2.25
Barra Grande,698.25
Barra Grande de Lençóis,62.9
Barra da Paciência,23.0
Barra do Braúna,39.0
Barra do Rio Chapéu,15.15
Barra dos Coqueiros,90.0
Barra dos Coqueiros,34.5
Barralcool,30.0
Barulho,1.32
Basf Guaratinguetá,3.0500000000000003
Basílica Nossa Senhora da Conceição Aparecida,1.296
Batalha (Antiga Paulista),52.5
Batatais,3.9
Batista,2.704
Baturité,11.48
Bayer,3.84
Bazan,10.200000000000001
Baía Formosa,40.0
Bebidas Ipiranga,3.75
Bela União (Trincheira),2.25
Bela Vista,9.8
Belmonte,3.6
Belo Jardim,43.839
Belo Monte,3327.45544
Bem Brasil,2.125
Benjamim Mário Baptista (Antiga Nova Sinceridade),9.0
Benjamin Constant,5.1000000000000005
Benálcool,4.2
Bergamais,1.92
Bergamini,2.72
Berneck,12.0
Bertussi,1.0
Biancogrês,5.11
Big Umuarama,1.0
Bimbo,1.016
Bimbo do Brasil,1.48
Bio Alvorada,50.0
Bio Coopcana,50.0
Bio Fuel,4.8
Bioenergética Aroeira,16.0
Bioenergética Vale do Paracatu - BEVAP,55.0
Bioflex Caeté,62.5
Biolins,28.0
Biopav II,65.0
Biotérmica Recreio,8.556000000000001
Blanver Cogeração,2.0
Blue Tree Park Angra dos Reis,2.0
Boa Esperança (Antiga Castelo Branco),237.3
Boa Fé,24.0
Boa Sorte,16.0
Boa Vista,80.0
Boa Vista II,8.0
Boa Vista do Ramos,2.062
Boca do Acre,11.3
Boca do Córrego,24.3
Bocaiúva,30.0
Bom Jardim,30.0
Bom Jesus,3.2
Bom Retiro,3.6
Bom Sucesso,1.5
Bompreço Fortaleza,1.12
Bompreço Maceió,1.0
Bompreço Passo Fundo,1.0
Bonfante,19.0
Bons Ventos,50.0
Boqueirão,1.0
Borgo,20.16
Bortolo Carolo,8.0
Brahma,13.08
Branco Peres,3.98
Brasil Verde,1.2
Brasilgráfica,1.2
Braskem PVC-AL,2.9
Brasília,10.0
Braço,11.52
Braço Norte,5.18
Braço Norte II,10.752
Braço Norte III,14.16
Braço Norte IV,14.0
Braço Seco,1.0
Brecha,12.4
Brejauba,1.35
Brotas,70.0
Brumado,12.895
Bruno Heidrich,1.0854000000000001
Budai,1.0704
Buettner,3.6
Bugres,11.120000000000001
Buricá,1.4000000000000001
Buriti,30.0
Buriti,30.0
Buriti,75.0
Buriti,5.0
Buritirana,1.12
Byk,2.0
CAAL,3.825
CAE South,1.016
CAMPINAS - 1,1.12
CARBOFER,1.104
CARGILL AGRICOLA SA CNPJ: 60.498.706/0130-54,1.08
CAS-BC,1.944
CATERPILLAR 2500KVA 3412 UNIDADE CAMPO DO MEIO,2.0
CATIVA I,1.2
CATUAÍ MARINGÁ,2.8000000000000003
CD Cordeirópolis,1.44
CECOL,1.0992000000000002
CEM (Antiga Camen),24.0
CENPES - Petrobrás,16.065
CERÂMICA PORTO FERREIRA,3.2640000000000002
CEUMA - ASSOCIAÇÃO DE ENSINO SUPERIOR,1.524
CIF Mineração,3.6
CINAL/TRIKEM,3.1875
CINDACTA IV,2.5
CMPC (Antiga Aracruz Unidade Guaíba),250.994
CNH Alvorada do Oeste,6.74
CNH Buritis,18.0
CNH Campo Novo,3.52
CNH Costa Marques,6.74
CNH Cujubim,12.0
CNH Distrito de Triunfo,8.6
CNH Machadinho,15.0
CNH Nova Califórnia,4.84
CNH São Francisco,8.1
CNH União Bandeirantes,6.72
CNH Vale do Anari,4.84
CNH Vila Extrema,4.84
CNH Vista Alegre,9.200000000000001
CNT,36.0
COCAM CIA DE CAFÉ SOLÚVEL E DERIVADOS,2.24
CONCESSIONARIA AEROPORTO RIO DE JANEIRO SA,3.2
CONDOMINIO EDIFICIO SHOPPING PATIO MACEIO,2.6
CONDOMINIO SAO CONRADO FASHION MALL,1.1
CONDOMINIO VOLUNTARIO VIA VERDE SHOPPING CENTER,1.7592
COSIMAT,2.0
CRV,4.0
CST,225.1
CTA-MR,2.016
CTE Fibra,8.812
CTR Juiz de Fora,4.2780000000000005
Caa-Yari,1.0
Caapiranga,1.299
Caarapó,114.0
Cabeça de Boi,30.0
Cabixi,2.7
Cabixi II,2.8000000000000003
Cabo de Santo Agostinho,2.0
Caboclo,4.16
Cabot Mauá,7.0
Cabrera,25.0
Cachoeira,11.120000000000001
Cachoeira,7.4
Cachoeira Caldeirão,219.0
Cachoeira Dourada,658.0
Cachoeira Dourada,40.0
Cachoeira Paulista,1.0
Cachoeira Poço Preto I,3.564
Cachoeira Poço Preto II,2.098
Cachoeira da Lixa,14.8
Cachoeira do Brumado,2.34
Cachoeira do Lavrinha (Antiga São Patrício),3.0100000000000002
Cachoeirinha,1.25
Cachoeirinha,1.0
Cachoeirão,27.0
Cacimbas 1,18.900000000000002
Caconde,80.4
Cadam,24.992
Caetité,30.240000000000002
Caetité 1,30.0
Caetité 2,30.0
Caetité 3,30.0
Caetité A,23.8
Caetité B,22.1
Caetité C,8.5
Caititu,22.2
Caixão,1.172
Caju,3.2
Caju,10.0
Cajucoco,30.0
Cajuru,7.2
Calango 1,30.0
Calango 2,30.0
Calango 3,30.0
Calango 4,30.0
Calango 5,30.0
Calango 6,30.0
Calheiros,19.0
Calçados Azaléia,7.5
Calçoene,1.296
Camargos,46.0
Camaçari,130.71
Camaçari,346.803
Cambará,3.59
Camera Ijui,1.104
Camera Santa Rosa,3.12
Camera São Luiz Gonzaga,1.6
Camil Alimentos - Camaquã,4.0
Caminho da Praia,2.0
Campina Grande,169.08
Campo Belo,10.5
Campo Florido,30.0
Campo Lindo,25.0
Campo Maior,13.120000000000001
Campo Real,1.0
Campo dos Ventos I,25.2
Campo dos Ventos II,30.0
Campo dos Ventos III,25.2
Campo dos Ventos V,25.2
Campos (Antiga Roberto Silveira),30.0
Campos Novos,880.0
Camurim,4.8
Cana Brava,450.0
Canabrava,44.0
Canastra,42.5
Canatiba Tupis,2.7
Canaã,30.0
Canaã,17.0
Candiba,9.6
Candiota III,350.0
Canoa Quebrada,28.0
Canoa Quebrada,57.0
Canoas I,82.5
Canoas II,72.0
Cantú 2,19.8071
Capigui,3.7600000000000002
Capivara (Escola de Engenharia Mackenzie),619.0
Capivari,18.09
Capricho,2.4
Capuava,18.02
Capão Preto,4.3
Capão do Inglês,10.0
Caracaraí,10.956
Caramuru Sorriso,9.696
Carandaí,4.234
Carangola,15.0
Carauari,5.456
Caravela,4.8
Carcará I,30.0
Carcará II,30.0
Careiro da Várzea,2.5
Cargil Três Lagoas,6.0
Cargill Uberlândia,25.0
Carioca Shopping,3.2
Carlos Gonzatto,9.0
Carrefour - RPN,1.44
Carrefour - SON,1.44
Carrefour BGU,1.08
Carrefour CPS,1.44
Carrefour SAV,1.44
Carrefour SPT,1.44
Casa de Força,7.92
Casa de Geradores de Energia Elétrica F-242,9.0
Casca II,3.52
Casca III,12.42
Cascata,6.0
Cascata Chupinguaia,9.6
Cascata das Andorinhas,1.2
Castaman I (Antiga Enganado),1.844
Castaman III,1.48
Castelo Branco Office Park,2.025
Castro Alves,130.845
Catanduva,9.0
Catanduva (Antiga Cerradinho),75.0
Catas Altas I,4.0
Caterpillar,11.48
Catuai Shopping Center Londrina,2.8992
Caucaia,14.76
Caveiras,3.829
Cavernoso,1.26
Cavernoso II,19.008
Cazuza Ferreira,9.1
Caçador,22.5
Caçu,65.0
Caçú I,130.0
Ceasa-PE,1.6
Cebrace Barra Velha,2.7528
Cebrace Caçapava,4.0
Cebrace Jacarei,2.4
Cedasa,3.567
Celpav II,32.6
Celpav IV,139.424
Celso Furtado (Antiga Termobahia Fase I),185.891
Celso Ramos,5.6000000000000005
Celulose Irani,4.9
Cencosud - GBarbosa - 153,1.0
Cencosud - GBarbosa - 31,1.44
Cencosud - GBarbosa - 35,1.08
Cencosud - GBarbosa - 6,1.08
Cencosud - GBarbosa - 81,1.08
Cencosud - GBarbosa - 84,1.08
Cencosud - M. Rodrigues - 10,1.2
Cencosud - M. Rodrigues - 607,1.2
Cencosud - M. Rodrigues - 806,1.2
Cenibra,100.0
Center Shopping Uberlândia,2.1792
Central Energética Ribeirão Preto (Antiga Galo Bravo),9.0
Central GH Engenheiro Bernardo Figueiredo,2.25
Central I,1.557
Central Mineirão,1.4184
Central Olho D Água,25.0
Central Termelétrica de Geração (Antiga Forjasul),1.8
Central de Cogeração Shopping Caxias,1.3
Centro Administrativo Farroupilha,1.041
Centro Oeste Iguatemi,4.0
Cepasa,5.0
Cerradão,54.0
Cerro Chato I (Antiga Coxilha Negra V),30.0
Cerro Chato II (Antiga Coxilha Negra VI),30.0
Cerro Chato III (Antiga Coxilha Negra VII),30.0
Cerro Chato IV,10.0
Cerro Chato V,12.0
Cerro Chato VI,24.0
Cerro dos Trindade,8.0
Cervejaria Petrópolis,4.352
Cervejaria Petrópolis - Alagoinhas,3.1056
Cervejatia Petrópolis - Itapissuma,3.1056
Cerâmica Urussanga,2.448
Cerâmicos Fortaleza,1.92
Cesar Filho,7.0
Cesar Park Business Hotel/Globenergy,2.1
Cevasa,54.0
Chaminé,18.0
Chapadão Agroenergia,92.0
Chavantes,414.0
Chibarro,2.6
Chris Cintos,4.0
Chupinguaia,5.41
Chupinguaia,1.27
Chuí 09,17.900000000000002
Chuí I,24.0
Chuí II,22.0
Chuí IV,22.0
Chuí V,30.0
Cia Minuano,1.016
Cia de Alimentos Ibituruna,2.0
Cidade Nova,15.6
Cidezal,17.0
Citrosuco,7.0
Citrosuco,2.3000000000000003
Citrovita Catanduva,19.824
Clealco Clementina,11.200000000000001
Clealco Queiroz,45.0
Coaracy Nunes,76.952
Cocais Grande,10.0
Cocal,28.2
Cocal II,131.3
Cocamar Maringá,13.0
Codajás,3.656
Codora,48.0
Codorna,1.944
Coelhos I,4.8
Coelhos II,4.8
Coelhos III,4.8
Coelhos IV,4.8
Cofercatu,4.0
Cogeracao Diesel - Cargilll de Castro Pr,1.80115
Cogeração De Millus Av. Brasil,3.69926
Cogeração International Paper - Fases I e II,50.5
Coinbra - Frutesp,5.0
Coinbra - Frutesp,8.0
Colino 1,11.0
Colino 2,16.0
Colombo Ariranha,105.5
Colombo Ariranha 2,40.0
Colombo Palestina,15.0
Colombo Santa Albertina,50.0
Color Visão do Brasil Indústria Acrílica,2.4
Colorado,52.76
Colorado,1.12
Colorado do Oeste,10.946
Colônia,18.900000000000002
Combustol,2.1750000000000003
Comendador Venâncio,1.6
Comigo,5.0
Companhia Brasileira de Vidros Planos,4.5360000000000005
Companhia Maranhense de Refrigerantes - Varzea Grande,4.0
Complem,1.246
Component,1.62
Comvap,8.8
Condominio Edificio Faria Lima Financial Center,1.8015999999999999
Condominio de Administraçao do Goiania Shopping,3.64
Condomínio Canoas Shopping Center,1.334
Condomínio Civil Pantanal Shopping,3.36
Condomínio Edifício Nova São Paulo,1.416
Condomínio Edifícios New York e Los Angeles,2.0
Condomínio Edilício Pátio Belém,1.28
Condomínio SP Market Center,4.0
Condomínio Shopping Center Lapa,1.92
Condomínio World Trade Center,5.25
Condomínio do Castanheira Shopping Center,2.56
Congonhal I,1.616
Conquista de Minas,3.6
Conquista do Pontal,110.0
Conselvan,1.0
Consórcio Condomínio Catarina Fashion Outlet,2.4
Contagem,19.299
Contestado,5.6000000000000005
Continental,8.0
Coocarol,4.0
Cooper-Rubi,2.4
CooperSul,1.44
Cooperfrigo,4.0
Coopernavi,12.0
Cooperval,3.6
Copa DOr,1.6
Copebrás Catalão,14.8
Copesul,74.4
Coplasa,10.0
Coprodia,6.0
Coqueiral,3.164
Coqueirinho,29.6
Coqueiros,27.0
Coraci,1.3840000000000001
Corfio,1.48
Corona,18.0
Coronel Araújo,5.8
Corredor do Senandes II,21.6
Corredor do Senandes III,27.0
Corredor do Senandes IV,29.7
Corrente Grande,14.0
Corrente Grande,1.25
Corrupião,27.75
Corumbataí,1.7
Corumbá I,375.3
Corumbá III,96.447
Corumbá IV,127.0
Coruripe,16.0
Coruripe Energética - Filial Campo Florido,30.0
Coruripe Iturama,24.0
Cory,1.44
Cosima,4.9
Cosipa II,18.5
Cosipar,14.0
Costa Bioenergia,15.0
Costa Branca,20.7
Costa Pinto,75.0
Costa Rica,16.0
Cotiporã,19.5
Cotovelo do Jacuí,3.34
Coxilha Seca,30.0
Crato,13.120000000000001
Cristalina Alimentos,1.92
Cristalino,4.0
Cristina,3.8000000000000003
Criúva,23.949
Cromex - BA,1.296
Cruz Alta,30.0
Cruzeiro do Sul,24.210400000000003
Cruzeiro do Sul  CEA,33.12
Cucaú,12.6
Cuiabá (Antga Mário Covas),529.2
Culuene,1.794
Curemas,3.52
Curuá-Una,30.3
Córrego Santa Cruz,1.0
D,1.36
DHB Componentes Automotivos (Unidade 1),1.016
DHB Componentes Automotivos (Unidade 2),2.032
DTCEA-MN,1.0
DVPA,28.0
Da Fazenda,27.0
Da Ilha,26.0
Da Mata,40.0
Da Pedra,70.0
Da Prata,21.84
Dacal,4.4
Dacalda,6.0
Daia,44.44
Dakota Calçados,1.095
Dalapria,1.44
Dalba,1.0
Damascena,30.0
Dardanelos,261.0
Dasa,4.2
Decasa,33.0
Della Coletta,4.0
Delta,101.875
Delta do Parnaíba,30.0
Derivação do Rio Jordão,6.5
Destil,3.4
Destilaria Guaricanga,1.6
Destilaria Malosso,4.0
Destilaria Melhoramentos,18.38
Destilaria Paraguaçu,3.6
Destilaria Porto Alegre,2.4
Destilaria de Álcool Ibaiti,3.6
Destivale,5.0
Diacal II,5.04
Diamante,7.0
Diamante (Antiga Camargo Corrêa),4.23
Diana,2.873
Dianópolis,5.5
Distribuidora Amaral,1.5
Distrito - Bloco Soenergy,21.32
Divino,1.2510000000000001
Divisa,10.8
Do Atlântico,490.0
Doce Mineiro,2.24
Doido,6.0
Dois Córregos,3.6
Dois Riachos,30.0
Dois Vizinhos,1.98
Dona Francisca,125.0
Dona Maria Piana,1.0
Dori Alimentos,3.75
Dos Araçás,31.86
Dourados,10.8
Dourados,28.560000000000002
Dreen Boa Vista,14.0
Dreen Olho D Água,30.0
Dreen São Bento do Norte,30.0
Dulcini,1.8512000000000002
Dunas de Paracuru,42.0
Durandé,3.0
E,1.4000000000000001
E Nova,2.744
EMPRESA DE MINERAÇÃO ESPERANÇA S A - EMESA,3.12
ENGEFLEX BAHIA,3.648
ERB Candeias,16.79
ESPIGÃO I,3.5871999999999997
ETA006,1.12
ETERNIT RIO DE JANEIRO,1.524
Ecoluz,12.33
Edifício Odebrecht,1.3
Edifício Rochaverá,5.47
Edifício Sky,1.3
Editora o Dia,3.3000000000000003
Egídio,2.0
Eirunepé,6.33
Eldorado,141.019
Eldorado Brasil,226.0
Electron (TG),120.0
Elekeiroz,8.988
Elektro 4UGs,1.6560000000000001
Eloy Chaves,19.0
Ematex,1.247
Embaúba,4.5
Emborcação,1192.0
Embuaca,27.3
Emiliana,28.2
Enacel,31.5
Energia Madeiras,4.0
Energy Green,5.0
Energy Works Kaiser Pacatuba,5.5520000000000005
EnergyWorks Corn Products Balsa,9.199
EnergyWorks Corn Products Mogi,30.775000000000002
Energética Itajubara,4.4
Energética Santa Helena,3.2
Enervale,30.0
Engenheiro Ernesto Jorge Dreher,17.87
Engenheiro Henrique Kotzian,13.0
Engenheiro José Gelásio da Rocha,24.435000000000002
